Time,Position_x,Position_y,Position_z,Target_x,Target_y,Target_z
[9.242],0.28184969623755846,0.08301607004766216,0.0,0.06771383092421154,0.596166786311991,0.0
[9.244],0.28184969623755846,0.08301607004766216,0.0,0.0667148493052844,0.5962794050461353,0.0
[9.246],0.28184969623755846,0.08301607004766216,0.0,0.06571568039419211,0.5963903498132145,0.0
[9.248],0.28184969623755846,0.08301607004766216,0.0,0.06471632699595603,0.5964996203017673,0.0
[9.25],0.28184969623755846,0.08301607004766216,0.0,0.06371679191611336,0.5966072162050328,0.0
[9.252],0.28184969623755846,0.08301607004766216,0.0,0.06271707796071345,0.5967131372209512,0.0
[9.254],0.28184969623755846,0.08301607004766216,0.0,0.06171718793630569,0.596817383052165,0.0
[9.256],0.28184969623755846,0.08301607004766216,0.0,0.06071712464993535,0.5969199534060192,0.0
[9.258],0.2802407301962325,0.08773819024752946,0.0,0.059716890909134124,0.5970208479945626,0.0
[9.26],0.2802407301962325,0.08773819024752946,0.0,0.058716489521910616,0.5971200665345482,0.0
[9.262],0.2802407301962325,0.08773819024752946,0.0,0.05771592329674621,0.5972176087474348,0.0
[9.264],0.2802407301962325,0.08773819024752946,0.0,0.05671519504258293,0.5973134743593868,0.0
[9.266],0.2802407301962325,0.08773819024752946,0.0,0.05571430756881978,0.5974076631012754,0.0
[9.268],0.2802407301962325,0.08773819024752946,0.0,0.05471326368530064,0.5975001747086797,0.0
[9.27],0.2802407301962325,0.08773819024752946,0.0,0.0537120662023106,0.5975910089218868,0.0
[9.272],0.2802407301962325,0.08773819024752946,0.0,0.052710717930563845,0.597680165485893,0.0
[9.274],0.2802407301962325,0.08773819024752946,0.0,0.0517092216812,0.5977676441504044,0.0
[9.276],0.2802407301962325,0.08773819024752946,0.0,0.05070758026577198,0.5978534446698374,0.0
[9.278],0.27863656223691585,0.0924607231866995,0.0,0.04970579649624183,0.5979375668033194,0.0
[9.28],0.27863656223691585,0.0924607231866995,0.0,0.048703873184971255,0.5980200103146902,0.0
[9.282],0.27863656223691585,0.0924607231866995,0.0,0.04770181314471207,0.5981007749725016,0.0
[9.284],0.27863656223691585,0.0924607231866995,0.0,0.0466996191886021,0.5981798605500185,0.0
[9.286],0.27863656223691585,0.0924607231866995,0.0,0.04569729413015296,0.5982572668252198,0.0
[9.288],0.27863656223691585,0.0924607231866995,0.0,0.04469484078324647,0.5983329935807988,0.0
[9.29],0.27863656223691585,0.0924607231866995,0.0,0.043692261962122454,0.5984070406041637,0.0
[9.292],0.27863656223691585,0.0924607231866995,0.0,0.04268956048137514,0.5984794076874382,0.0
[9.294],0.27863656223691585,0.0924607231866995,0.0,0.04168673915594094,0.5985500946274627,0.0
[9.296],0.27863656223691585,0.0924607231866995,0.0,0.04068380080109486,0.5986191012257934,0.0
[9.298],0.275573149017262,0.09660139796385685,0.0,0.039680748232438334,0.598686427288705,0.0
[9.3],0.275573149017262,0.09660139796385685,0.0,0.038677584265895015,0.598752072627189,0.0
[9.302],0.275573149017262,0.09660139796385685,0.0,0.03767431171770128,0.5988160370569557,0.0
[9.304],0.275573149017262,0.09660139796385685,0.0,0.036670933404396755,0.5988783203984347,0.0
